bici_estacion_origen,bici_estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada
19,8,6042050,11:30:46,00:13:48,11:44:34
1,22,5810010,11:25:14,00:19:50,11:45:04
68,68,5126030,09:24:37,02:20:39,11:45:16
174,193,2069250,11:33:26,00:12:04,11:45:30
134,134,5902520,11:41:27,00:05:39,11:47:06
1,22,5810010,11:28:16,00:18:58,11:47:14
33,91,2796960,11:32:10,00:15:07,11:47:17
98,68,5836690,11:38:55,00:08:31,11:47:26
59,116,5810010,11:35:44,00:11:44,11:47:28
70,14,5965780,11:34:45,00:13:38,11:48:23
8,93,6042050,11:36:29,00:11:54,11:48:23
1,22,5810010,11:32:27,00:16:20,11:48:47
34,174,5664250,11:37:48,00:11:34,11:49:22
96,154,5338480,11:41:48,00:07:53,11:49:41
30,14,5751430,10:42:03,01:07:45,11:49:48
13,96,5572600,11:43:32,00:07:56,11:51:28
83,8,6042050,11:20:26,00:31:33,11:51:59
199,199,5605040,11:44:40,00:07:45,11:52:25
33,59,5751430,10:57:04,00:55:28,11:52:32
127,101,6155360,11:45:06,00:09:20,11:54:26
1,22,5810010,11:38:37,00:15:52,11:54:29
16,150,6070370,11:43:29,00:12:20,11:55:49
34,135,5731900,11:39:10,00:16:44,11:55:54
82,121,6032930,11:40:24,00:15:43,11:56:07
1,22,5810010,11:47:16,00:09:08,11:56:24
98,81,6038690,11:34:24,00:22:27,11:56:51
182,142,5735920,11:47:01,00:10:01,11:57:02
4,193,4917160,09:26:24,02:31:21,11:57:45
42,8,5783160,11:51:16,00:07:17,11:58:33
30,12,5751430,11:18:01,00:41:41,11:59:42
12,30,6679280,11:50:00,00:10:21,12:00:21
33,2,5751430,11:40:26,00:21:42,12:02:08
174,23,5664250,11:54:35,00:08:18,12:02:53
186,28,4841520,11:52:38,00:10:37,12:03:15
160,103,5551600,11:51:32,00:11:51,12:03:23
116,22,5810010,11:52:30,00:11:29,12:03:59
182,160,5735920,11:51:02,00:14:22,12:05:24
174,39,5664250,11:33:27,00:32:36,12:06:03
19,19,5731900,11:28:49,00:37:39,12:06:28
14,156,5735730,11:46:27,00:20:11,12:06:38
83,186,4841520,11:52:26,00:14:33,12:06:59
97,97,3892850,11:14:40,00:52:25,12:07:05
37,62,5731900,11:14:58,00:53:10,12:08:08
12,113,5313860,11:43:22,00:24:51,12:08:13
33,30,5751430,11:16:29,00:52:26,12:08:55
67,184,6109620,11:49:05,00:19:54,12:08:59
88,88,6394240,11:57:47,00:11:45,12:09:32
83,83,5440160,11:56:42,00:13:42,12:10:24
174,51,5664250,11:57:16,00:13:10,12:10:26
61,60,6244540,12:03:45,00:07:13,12:10:58
44,5,5192240,10:26:12,01:45:58,12:12:10
97,197,3892850,11:53:56,00:21:13,12:15:09
195,195,3073820,12:04:26,00:11:33,12:15:59
6,126,5666010,11:47:00,00:29:14,12:16:14
84,84,3122830,11:58:07,00:19:07,12:17:14
189,12,2872630,12:07:05,00:10:35,12:17:40
174,23,5664250,12:06:44,00:10:58,12:17:42
106,13,3126850,12:08:11,00:10:37,12:18:48
174,23,5664250,12:11:19,00:07:44,12:19:03
8,32,5126030,12:10:10,00:09:19,12:19:29
25,101,4883640,12:02:59,00:16:49,12:19:48
20,102,5097280,12:06:35,00:13:44,12:20:19
61,26,6112850,12:04:40,00:17:30,12:22:10
50,33,6200670,11:34:01,00:48:36,12:22:37
83,16,6215800,12:04:47,00:18:03,12:22:50
189,5,2872630,12:05:39,00:18:56,12:24:35
189,160,2872630,12:06:21,00:18:27,12:24:48
5,45,5735920,11:42:46,00:42:26,12:25:12
84,84,3122830,11:50:55,00:35:07,12:26:02
75,27,5529760,12:13:56,00:12:16,12:26:12
106,13,3126850,12:15:52,00:10:27,12:26:19
189,160,2872630,12:06:37,00:20:02,12:26:39
76,8,6042050,12:14:25,00:12:44,12:27:09
16,83,6215800,12:08:30,00:19:22,12:27:52
95,27,5529760,12:16:09,00:11:57,12:28:06
135,12,5731900,12:00:57,00:27:38,12:28:35
89,56,5440160,11:48:00,00:40:49,12:28:49
51,183,4300980,12:18:12,00:10:48,12:29:00
82,82,3892850,12:19:06,00:09:55,12:29:01
34,76,5385890,12:15:38,00:13:35,12:29:13
189,14,2872630,12:03:16,00:26:09,12:29:25
93,13,3126850,12:15:22,00:14:40,12:30:02
26,4,4917160,12:21:46,00:09:10,12:30:56
166,5,5817340,11:50:14,00:40:43,12:30:57
189,160,2872630,12:13:14,00:17:45,12:30:59
149,71,3892850,12:18:31,00:13:16,12:31:47
63,114,5666010,12:18:50,00:13:33,12:32:23
1,160,2872630,12:15:57,00:16:28,12:32:25
189,8,2872630,12:08:09,00:24:21,12:32:30
189,14,2872630,12:09:32,00:23:15,12:32:47
33,51,5751430,12:08:23,00:24:34,12:32:57
185,54,3892850,12:03:05,00:30:22,12:33:27
7,18,5836690,12:22:07,00:11:40,12:33:47
33,119,5751430,11:33:52,01:00:26,12:34:18
64,65,5551600,12:15:58,00:18:31,12:34:29
111,111,5343240,11:40:54,00:53:47,12:34:41
163,106,3126850,12:22:56,00:11:53,12:34:49
189,14,2872630,12:09:48,00:25:03,12:34:51
189,14,2872630,12:07:06,00:27:54,12:35:00
109,65,5097280,11:34:41,01:01:06,12:35:47
194,91,2796960,12:10:46,00:25:29,12:36:15
1,160,2872630,12:18:25,00:18:14,12:36:39
8,68,5126030,11:27:41,01:09:17,12:36:58
189,14,2872630,12:12:48,00:24:15,12:37:03
189,144,2872630,12:03:18,00:33:50,12:37:08
44,93,3126850,11:48:13,00:49:00,12:37:13
114,61,5666010,12:16:33,00:21:21,12:37:54
51,183,4300980,12:25:55,00:12:10,12:38:05
46,16,5664960,12:18:20,00:20:07,12:38:27
97,163,3892850,12:07:35,00:32:09,12:39:44
169,39,6042050,12:12:40,00:27:22,12:40:02
123,123,1675610,12:33:38,00:06:42,12:40:20
59,161,2701320,12:30:47,00:09:57,12:40:44
189,14,2872630,12:11:57,00:29:01,12:40:58
59,161,2701320,12:27:55,00:13:07,12:41:02
189,5,2872630,12:10:49,00:31:49,12:42:38
97,197,3892850,12:18:14,00:24:27,12:42:41
135,34,5731900,12:21:18,00:21:36,12:42:54
50,12,5925780,12:30:14,00:13:15,12:43:29
189,5,2872630,12:09:47,00:34:45,12:44:32
8,93,5666010,12:25:10,00:19:36,12:44:46
156,93,3126850,12:08:47,00:36:06,12:44:53
68,32,5126030,10:11:25,02:33:55,12:45:20
126,63,1764650,12:17:01,00:29:45,12:46:46
51,23,5664250,12:11:10,00:35:37,12:46:47
61,135,6244540,12:33:23,00:14:17,12:47:40
160,182,5735920,12:35:41,00:12:32,12:48:13
146,157,5882120,12:39:42,00:09:15,12:48:57
119,22,5440160,12:05:56,00:43:50,12:49:46
32,68,5126030,12:41:47,00:08:34,12:50:21
107,21,5605040,12:27:43,00:23:10,12:50:53
2,177,5201890,11:33:58,01:17:00,12:50:58
89,17,5440160,12:31:44,00:19:58,12:51:42
34,114,5731900,12:32:08,00:20:20,12:52:28
33,33,5751430,11:51:57,01:01:09,12:53:06
30,5,2872630,12:32:03,00:21:08,12:53:11
174,12,5313860,12:45:50,00:07:35,12:53:25
107,107,3073820,12:28:05,00:27:01,12:55:06
69,194,5836690,12:41:08,00:15:33,12:56:41
194,33,5965780,12:34:56,00:21:47,12:56:43
33,185,3892850,12:19:45,00:37:55,12:57:40
59,161,2701320,12:43:57,00:13:45,12:57:42
165,96,5338480,12:48:55,00:09:15,12:58:10
90,190,6471060,12:51:06,00:07:28,12:58:34
109,89,5097280,12:43:54,00:15:00,12:58:54
65,109,5097280,12:41:58,00:17:04,12:59:02
116,22,5810010,10:51:10,02:09:01,13:00:11
39,183,4300980,12:35:11,00:25:33,13:00:44
61,114,5666010,12:44:30,00:16:15,13:00:45
82,193,3892850,12:33:23,00:28:07,13:01:30
174,194,5836690,12:38:29,00:23:28,13:01:57
112,23,5509730,12:51:31,00:10:54,13:02:25
1,89,5440160,12:50:28,00:12:01,13:02:29
59,161,2701320,12:52:53,00:09:37,13:02:30
76,34,5385890,12:39:56,00:22:41,13:02:37
26,26,4917160,12:48:55,00:14:21,13:03:16
64,89,5440160,12:52:24,00:10:57,13:03:21
1,156,5509730,11:40:23,01:23:07,13:03:30
97,163,3892850,12:30:04,00:33:29,13:03:33
24,91,2796960,12:50:17,00:14:01,13:04:18
33,135,5751430,12:52:50,00:11:33,13:04:23
12,9,5313860,12:42:50,00:22:15,13:05:05
166,56,5313860,12:31:55,00:33:19,13:05:14
25,125,5659330,12:57:20,00:08:13,13:05:33
4,32,5666010,12:36:50,00:28:47,13:05:37
33,33,5751430,11:54:24,01:11:30,13:05:54
190,89,5440160,12:59:07,00:07:06,13:06:13
56,145,5303390,12:29:28,00:37:08,13:06:36
125,142,5735920,12:58:47,00:08:43,13:07:30
21,21,5605040,12:59:57,00:07:43,13:07:40
93,50,3126850,12:32:10,00:35:44,13:07:54
34,137,5731900,12:49:51,00:18:34,13:08:25
107,41,5605040,12:58:08,00:10:51,13:08:59
12,19,5925780,12:53:58,00:15:44,13:09:42
59,161,2701320,12:57:05,00:12:53,13:09:58
21,21,5605040,12:55:57,00:15:08,13:11:05
73,77,5158790,12:44:49,00:26:32,13:11:21
14,5,5338480,10:15:11,02:56:12,13:11:23
33,23,5751430,11:34:55,01:36:28,13:11:23
97,13,3892850,12:27:11,00:44:41,13:11:52
91,34,2796960,12:45:31,00:26:21,13:11:52
146,157,5882120,13:03:16,00:09:14,13:12:30
91,91,2796960,12:30:04,00:42:47,13:12:51
64,113,5313860,12:47:52,00:25:25,13:13:17
2,111,5520960,12:49:42,00:23:37,13:13:19
91,27,2796960,12:54:56,00:18:24,13:13:20
61,34,6244540,13:05:35,00:08:06,13:13:41
189,14,2872630,12:44:51,00:28:53,13:13:44
33,2,5751430,12:56:34,00:17:13,13:13:47
48,68,5126030,13:02:11,00:11:56,13:14:07
186,77,4841520,13:04:39,00:09:32,13:14:11
18,58,5731900,12:40:16,00:34:17,13:14:33
27,117,5170700,12:48:33,00:27:05,13:15:38
171,171,6200670,13:09:59,00:05:57,13:15:56
5,93,3126850,12:28:39,00:47:23,13:16:02
17,89,5440160,12:59:52,00:16:11,13:16:03
12,113,5313860,12:44:13,00:32:04,13:16:17
12,12,5313860,12:46:18,00:30:15,13:16:33
166,78,5751430,12:55:12,00:21:30,13:16:42
183,193,4300980,12:53:21,00:23:42,13:17:03
103,160,5825040,13:03:03,00:15:43,13:18:46
114,114,5666010,13:09:39,00:09:12,13:18:51
71,142,5114810,12:46:54,00:32:21,13:19:15
199,37,6112850,12:55:34,00:23:42,13:19:16
64,83,6127050,13:07:16,00:12:01,13:19:17
93,50,3126850,12:50:11,00:29:10,13:19:21
168,146,6580900,12:59:23,00:20:29,13:19:52
150,150,6200670,12:30:30,00:49:35,13:20:05
33,33,5751430,12:53:07,00:27:37,13:20:44
1,89,5440160,13:10:45,00:10:17,13:21:02
33,30,5170700,13:10:41,00:11:14,13:21:55
12,113,5313860,12:44:50,00:37:09,13:21:59
23,1,5509730,13:08:08,00:14:03,13:22:11
12,113,5313860,12:44:32,00:37:42,13:22:14
166,56,5313860,12:56:13,00:26:17,13:22:30
23,8,4841520,13:06:24,00:16:12,13:22:36
72,47,1895160,13:06:51,00:15:53,13:22:44
135,33,5731900,13:02:53,00:20:32,13:23:25
33,82,5836690,13:02:00,00:21:39,13:23:39
38,33,2274020,13:10:32,00:14:32,13:25:04
32,135,5656970,13:04:03,00:21:09,13:25:12
22,33,2274020,13:12:54,00:12:22,13:25:16
44,44,5494160,13:19:57,00:05:22,13:25:19
27,27,5836690,13:19:08,00:06:31,13:25:39
122,160,4883640,13:01:23,00:25:55,13:27:18
23,186,4841520,13:05:24,00:22:11,13:27:35
30,119,5751430,12:39:20,00:49:18,13:28:38
16,1,5664960,12:43:41,00:45:00,13:28:41
12,113,5313860,12:59:16,00:29:42,13:28:58
61,61,6244540,12:30:01,00:59:28,13:29:29
12,113,5313860,12:53:55,00:36:18,13:30:13
32,68,5126030,13:21:53,00:08:27,13:30:20
33,116,5751430,13:13:22,00:17:02,13:30:24
80,82,3892850,13:06:58,00:23:28,13:30:26
98,2,5902520,13:12:23,00:18:50,13:31:13
32,68,5126030,12:25:08,01:06:11,13:31:19
9,113,5313860,13:15:28,00:17:26,13:32:54
123,20,1675610,13:04:07,00:29:04,13:33:11
142,133,6170750,13:24:13,00:09:05,13:33:18
33,194,5836690,13:13:49,00:19:39,13:33:28
31,31,5637910,13:25:12,00:08:52,13:34:04
174,194,5836690,13:10:17,00:23:48,13:34:05
23,186,4841520,13:04:32,00:29:46,13:34:18
89,89,6065720,12:25:06,01:09:16,13:34:22
177,25,5201890,12:57:44,00:37:19,13:35:03
83,1,3892850,13:05:15,00:30:06,13:35:21
33,135,5751430,13:21:23,00:14:38,13:36:01
88,76,5529760,13:27:42,00:08:20,13:36:02
9,79,5825040,12:38:34,00:58:24,13:36:58
23,186,4841520,13:07:42,00:30:06,13:37:48
93,76,3892850,13:12:22,00:25:30,13:37:52
136,31,2796960,13:04:37,00:33:33,13:38:10
21,21,5605040,12:41:03,00:57:26,13:38:29
117,11,5664960,13:01:29,00:37:08,13:38:37
39,40,6042050,13:09:31,00:29:35,13:39:06
61,60,6244540,13:11:53,00:27:29,13:39:22
78,30,5751430,13:22:28,00:17:08,13:39:36
33,82,5836690,13:19:51,00:20:37,13:40:28
91,91,2796960,13:10:17,00:30:13,13:40:30
183,193,4300980,13:04:00,00:36:41,13:40:41
56,89,5440160,13:25:44,00:16:17,13:42:01
73,106,5158790,13:15:52,00:26:45,13:42:37
98,130,5902520,13:23:57,00:18:48,13:42:45
13,185,3892850,13:23:25,00:19:40,13:43:05
26,4,4917160,13:33:47,00:09:34,13:43:21
150,148,6054000,13:31:06,00:12:32,13:43:38
37,62,5731900,13:25:35,00:18:31,13:44:06
12,113,5313860,13:05:56,00:38:16,13:44:12
22,129,2274020,13:06:49,00:37:47,13:44:36
193,77,3892850,13:07:32,00:37:19,13:44:51
169,199,5605040,12:58:14,00:47:13,13:45:27
44,106,3126850,13:05:49,00:39:44,13:45:33
16,61,5440160,12:48:09,00:57:28,13:45:37
33,194,5836690,13:26:49,00:18:51,13:45:40
33,69,5836690,13:37:04,00:09:00,13:46:04
174,27,5529760,13:26:10,00:20:08,13:46:18
78,22,5810010,13:14:59,00:31:23,13:46:22
4,26,4917160,13:38:16,00:08:27,13:46:43
6,18,5666010,13:30:04,00:16:56,13:47:00
34,61,6244540,13:38:55,00:08:24,13:47:19
56,38,5313860,12:41:36,01:05:49,13:47:25
106,50,3126850,13:17:54,00:29:55,13:47:49
27,64,5777720,13:16:45,00:31:12,13:47:57
9,106,3126850,13:14:12,00:33:51,13:48:03
103,109,5097280,13:31:03,00:17:12,13:48:15
8,34,4841520,13:31:30,00:17:05,13:48:35
33,194,5836690,13:31:02,00:17:49,13:48:51
46,27,5170700,13:25:24,00:23:51,13:49:15
47,171,6163060,13:25:34,00:23:52,13:49:26
64,119,5751430,12:40:37,01:08:52,13:49:29
30,113,5313860,13:26:29,00:23:15,13:49:44
142,182,5735920,13:39:44,00:10:28,13:50:12
166,33,5751430,13:21:45,00:28:28,13:50:13
83,116,5664250,13:30:17,00:20:16,13:50:33
137,150,5731900,13:14:39,00:36:21,13:51:00
12,56,5313860,13:22:17,00:28:45,13:51:02
1,64,5551600,13:42:33,00:08:56,13:51:29
61,61,6244540,13:07:39,00:44:45,13:52:24
44,106,3126850,12:59:56,00:52:36,13:52:32
119,113,5313860,13:26:47,00:26:23,13:53:10
23,193,5664250,13:17:49,00:35:52,13:53:41
166,56,5313860,13:23:45,00:31:18,13:55:03
61,61,6244540,13:46:33,00:08:41,13:55:14
113,33,5313860,13:33:21,00:22:05,13:55:26
161,59,2701320,13:46:30,00:08:59,13:55:29
72,72,1895160,13:12:28,00:43:19,13:55:47
60,61,6244540,13:46:37,00:09:33,13:56:10
40,61,6244540,13:12:22,00:43:57,13:56:19
68,68,5126030,13:13:21,00:43:45,13:57:06
34,116,5664250,13:40:11,00:17:12,13:57:23
5,103,5735920,13:42:04,00:15:20,13:57:24
57,72,1895160,13:24:11,00:33:19,13:57:30
89,25,4883640,13:47:21,00:10:12,13:57:33
77,150,6200670,13:36:24,00:21:33,13:57:57
145,58,5751430,12:45:42,01:12:27,13:58:09
21,21,5605040,13:48:55,00:09:21,13:58:16
1,1,5810010,11:57:44,02:00:40,13:58:24
72,72,1895160,13:00:41,00:58:14,13:58:55
22,90,5551600,13:43:56,00:15:37,13:59:33
196,111,5664960,13:22:12,00:37:38,13:59:50
103,177,5825040,13:45:44,00:14:23,14:00:07
23,45,6394240,13:18:02,00:42:19,14:00:21
26,114,4917160,13:52:19,00:08:20,14:00:39
1,1,5810010,11:13:02,02:47:38,14:00:40
5,89,5440160,13:47:18,00:13:42,14:01:00
200,33,5751430,13:26:37,00:34:38,14:01:15
16,47,1895160,13:35:01,00:26:15,14:01:16
34,193,5664250,13:38:43,00:23:11,14:01:54
32,68,5126030,13:53:46,00:08:12,14:01:58
33,194,5836690,13:43:14,00:18:53,14:02:07
161,59,2701320,13:53:44,00:08:46,14:02:30
124,59,5751430,12:56:49,01:05:47,14:02:36
166,30,6679280,13:55:35,00:07:10,14:02:45
109,109,5097280,13:50:50,00:11:58,14:02:48
30,59,5751430,12:26:13,01:36:52,14:03:05
16,16,5923390,13:57:48,00:05:28,14:03:16
82,34,5385890,13:32:01,00:31:18,14:03:19
60,65,5751430,12:57:58,01:06:03,14:04:01
34,76,2796960,13:19:14,00:45:00,14:04:14
191,124,5509730,13:00:35,01:04:18,14:04:53
72,72,1895160,13:13:33,00:51:41,14:05:14
164,89,5440160,13:31:15,00:35:52,14:07:07
1,103,5313860,13:58:16,00:10:19,14:08:35
69,82,5836690,13:51:43,00:16:54,14:08:37
12,113,5313860,13:38:57,00:29:59,14:08:56
135,33,5751430,13:59:38,00:09:33,14:09:11
20,109,5097280,13:57:50,00:12:03,14:09:53
16,137,6070370,14:02:36,00:07:17,14:09:53
174,46,5170700,13:45:14,00:24:42,14:09:56
88,84,5529760,14:01:46,00:08:22,14:10:08
88,84,5529760,14:00:31,00:09:37,14:10:08
150,148,6054000,13:59:04,00:11:14,14:10:18
8,42,5783160,14:02:09,00:08:16,14:10:25
34,111,4841520,13:54:11,00:16:16,14:10:27
45,194,5836690,13:51:12,00:19:40,14:10:52
25,20,5825040,13:40:46,00:30:07,14:10:53
1,113,5313860,13:43:13,00:27:42,14:10:55
168,8,5666010,13:56:48,00:14:41,14:11:29
118,91,2796960,13:32:04,00:39:52,14:11:56
22,59,5551600,13:56:07,00:15:53,14:12:00
31,91,2796960,13:43:57,00:28:52,14:12:49
1,44,5520960,13:26:33,00:46:27,14:13:00
33,194,5836690,13:53:36,00:20:07,14:13:43
27,91,2796960,13:26:18,00:47:27,14:13:45
20,109,5097280,14:01:45,00:12:38,14:14:23
33,90,5585920,14:03:50,00:10:34,14:14:24
33,186,5731900,13:28:27,00:46:05,14:14:32
33,90,5585920,14:04:32,00:10:05,14:14:37
20,99,5097280,13:58:20,00:16:28,14:14:48
116,4,5664250,13:48:49,00:26:05,14:14:54
21,21,5605040,14:07:55,00:07:11,14:15:06
150,148,6054000,14:02:17,00:13:15,14:15:32
37,34,5509730,14:03:36,00:12:22,14:15:58
68,48,5126030,14:06:33,00:09:38,14:16:11
34,193,5664250,13:55:29,00:20:57,14:16:26
147,8,5731900,13:26:36,00:49:58,14:16:34
33,90,5585920,14:05:20,00:11:17,14:16:37
33,194,5836690,13:53:59,00:22:58,14:16:57
33,33,5751430,13:31:40,00:45:18,14:16:58
26,55,4917160,14:09:49,00:07:15,14:17:04
34,116,5664250,13:58:28,00:18:47,14:17:15
34,116,5664250,13:56:27,00:20:55,14:17:22
89,33,5751430,13:50:22,00:27:07,14:17:29
44,44,5192240,12:28:50,01:48:41,14:17:31
150,148,6054000,14:04:54,00:12:44,14:17:38
169,169,6042050,14:04:57,00:12:48,14:17:45
183,143,4300980,13:54:28,00:23:22,14:17:50
97,76,3892850,13:42:04,00:35:51,14:17:55
91,136,2796960,13:40:39,00:37:20,14:17:59
34,193,5664250,13:56:51,00:21:11,14:18:02
33,90,5585920,14:06:23,00:11:51,14:18:14
150,93,5817340,13:04:46,01:13:32,14:18:18
33,90,5585920,14:06:11,00:12:11,14:18:22
72,72,1895160,13:33:34,00:44:48,14:18:22
174,33,5751430,12:27:39,01:50:43,14:18:22
20,109,5097280,13:59:24,00:19:05,14:18:29
20,109,5097280,13:57:18,00:21:23,14:18:41
82,49,3067870,14:03:26,00:15:20,14:18:46
110,197,6127050,14:06:06,00:12:58,14:19:04
33,90,5585920,14:06:34,00:12:45,14:19:19
88,27,5529760,14:04:36,00:15:54,14:20:30
21,163,5605040,13:46:06,00:34:40,14:20:46
155,21,5605040,13:56:28,00:24:26,14:20:54
9,200,5751430,12:39:47,01:41:14,14:21:01
183,183,4300980,14:05:36,00:15:28,14:21:04
83,88,6394240,14:00:31,00:20:42,14:21:13
105,155,5605040,14:12:37,00:08:36,14:21:13
34,193,5664250,13:59:11,00:22:15,14:21:26
20,109,5097280,14:07:11,00:14:16,14:21:27
72,61,5731900,14:03:38,00:17:54,14:21:32
33,90,5585920,14:10:55,00:10:44,14:21:39
155,21,4987430,14:03:17,00:18:30,14:21:47
82,140,3067870,14:03:23,00:18:43,14:22:06
97,76,3892850,13:46:09,00:36:07,14:22:16
76,88,6394240,14:14:53,00:07:25,14:22:18
156,44,5192240,12:59:40,01:22:39,14:22:19
159,1,5637910,13:29:17,00:53:09,14:22:26
107,107,3073820,13:53:31,00:29:06,14:22:37
82,140,3067870,14:03:06,00:19:33,14:22:39
82,140,3067870,14:02:47,00:19:53,14:22:40
33,90,5585920,14:09:36,00:13:09,14:22:45
34,116,5664250,14:02:15,00:20:38,14:22:53
163,117,5071730,13:11:47,01:11:07,14:22:54
75,27,5529760,14:09:19,00:13:54,14:23:13
82,82,3067870,14:17:45,00:05:33,14:23:18
34,193,5664250,14:02:41,00:20:40,14:23:21
82,140,3067870,14:03:55,00:19:38,14:23:33
47,47,1895160,13:57:42,00:25:58,14:23:40
82,140,3067870,14:04:37,00:19:25,14:24:02
150,199,6054000,14:03:57,00:20:06,14:24:03
84,187,5170700,13:36:30,00:47:52,14:24:22
117,27,5170700,13:55:14,00:29:13,14:24:27
182,156,5735920,13:54:50,00:29:38,14:24:28
82,185,3067870,14:05:56,00:18:47,14:24:43
117,72,1895160,13:43:33,00:41:26,14:24:59
150,148,6054000,14:09:55,00:15:11,14:25:06
6,23,5666010,13:53:40,00:31:38,14:25:18
34,193,5664250,14:05:41,00:19:39,14:25:20
34,193,5664250,14:01:42,00:23:46,14:25:28
14,14,6163060,14:10:47,00:14:41,14:25:28
20,109,5097280,14:05:12,00:20:20,14:25:32
28,29,3892850,13:57:00,00:28:39,14:25:39
34,193,5664250,14:04:03,00:21:41,14:25:44
82,140,3067870,14:04:26,00:21:20,14:25:46
75,27,5529760,14:13:36,00:12:10,14:25:46
82,140,3067870,14:06:12,00:19:40,14:25:52
150,57,6054000,14:08:18,00:17:38,14:25:56
33,90,5585920,14:15:15,00:10:41,14:25:56
82,185,3067870,14:07:39,00:18:39,14:26:18
11,47,6215800,14:16:21,00:10:27,14:26:48
22,26,4917160,14:10:29,00:16:28,14:26:57
20,109,5097280,14:01:47,00:25:15,14:27:02
75,27,5529760,14:11:46,00:15:37,14:27:23
150,148,6054000,14:05:34,00:21:51,14:27:25
175,1,5664960,14:00:37,00:27:10,14:27:47
13,96,5572600,14:20:45,00:07:30,14:28:15
150,148,6054000,14:06:30,00:21:47,14:28:17
82,140,3067870,14:05:34,00:22:56,14:28:30
82,140,3067870,14:05:49,00:22:57,14:28:46
34,193,5664250,14:04:53,00:24:04,14:28:57
150,152,5076640,13:30:47,00:58:22,14:29:09
82,140,3067870,14:07:21,00:21:50,14:29:11
33,90,5585920,14:18:39,00:10:32,14:29:11
34,193,5664250,14:09:19,00:20:13,14:29:32
33,90,5585920,14:17:18,00:12:14,14:29:32
85,100,5751430,13:52:31,00:37:08,14:29:39
6,6,5666010,14:07:09,00:22:54,14:30:03
82,75,3067870,14:09:03,00:21:06,14:30:09
83,88,6394240,14:09:26,00:20:52,14:30:18
131,47,4841520,14:17:29,00:12:52,14:30:21
98,156,5509730,13:47:07,00:43:52,14:30:59
82,140,3067870,14:10:35,00:20:25,14:31:00
8,42,5783160,14:22:27,00:08:51,14:31:18
190,125,6471060,14:13:41,00:17:59,14:31:40
63,193,5664250,14:07:46,00:24:04,14:31:50
119,30,5751430,13:34:39,00:57:24,14:32:03
12,19,5925780,14:22:55,00:09:18,14:32:13
82,185,3067870,14:16:06,00:16:46,14:32:52
53,193,5664250,14:12:55,00:20:03,14:32:58
13,183,4300980,13:57:36,00:35:34,14:33:10
14,14,5294010,13:41:13,00:51:58,14:33:11
72,72,1895160,13:43:58,00:49:20,14:33:18
34,116,5664250,14:07:03,00:26:36,14:33:39
19,116,5664250,14:16:47,00:16:53,14:33:40
97,33,3892850,13:31:28,01:02:15,14:33:43
170,33,5751430,14:21:53,00:12:03,14:33:56
82,140,3067870,14:11:30,00:22:33,14:34:03
33,115,5313860,14:22:14,00:11:57,14:34:11
82,140,3067870,14:11:51,00:22:21,14:34:12
82,140,3067870,14:11:33,00:22:43,14:34:16
157,146,5882120,14:21:33,00:13:11,14:34:44
53,193,5664250,14:17:31,00:17:33,14:35:04
82,140,3067870,14:12:39,00:22:31,14:35:10
129,182,5097280,14:19:05,00:16:23,14:35:28
82,140,3067870,14:12:51,00:22:54,14:35:45
34,193,5664250,14:11:24,00:24:46,14:36:10
135,33,5751430,14:15:43,00:20:38,14:36:21
148,147,5666010,14:22:34,00:13:50,14:36:24
34,193,5664250,14:15:42,00:20:59,14:36:41
32,72,1895160,14:18:02,00:18:57,14:36:59
62,93,3126850,14:09:56,00:27:03,14:36:59
95,87,5955230,13:48:13,00:48:47,14:37:00
97,76,3892850,14:03:28,00:33:49,14:37:17
131,47,4841520,14:21:41,00:15:41,14:37:22
63,116,5664250,14:17:46,00:20:08,14:37:54
63,193,5664250,14:08:31,00:29:26,14:37:57
161,59,2701320,14:30:52,00:08:40,14:39:32
72,47,1895160,14:12:23,00:27:33,14:39:56
173,37,5731900,14:22:55,00:17:24,14:40:19
150,150,6200670,14:10:07,00:30:41,14:40:48
150,199,6054000,14:19:08,00:22:05,14:41:13
9,89,5751430,12:21:14,02:20:01,14:41:15
64,33,5751430,14:07:51,00:34:00,14:41:51
171,56,6163060,14:08:17,00:34:21,14:42:38
9,30,5751430,13:01:00,01:41:38,14:42:38
46,46,5664960,14:36:26,00:06:18,14:42:44
20,44,5825040,14:22:07,00:20:52,14:42:59
58,149,5731900,13:41:54,01:01:08,14:43:02
30,30,5751430,14:37:31,00:05:37,14:43:08
72,47,1895160,14:20:48,00:22:20,14:43:08
4,26,6044850,14:08:33,00:34:39,14:43:12
23,33,5751430,14:09:53,00:33:19,14:43:12
26,4,4917160,14:36:01,00:07:58,14:43:59
37,47,1895160,13:58:53,00:45:12,14:44:05
41,39,5605040,14:13:44,00:30:25,14:44:09
47,47,1895160,14:10:55,00:33:27,14:44:22
33,46,5170700,14:14:19,00:30:53,14:45:12
131,47,4841520,14:20:34,00:25:17,14:45:51
6,93,5666010,14:06:48,00:39:17,14:46:05
72,72,1895160,14:01:55,00:44:52,14:46:47
72,47,1895160,13:32:20,01:14:45,14:47:05
49,14,3892850,14:05:07,00:42:04,14:47:11
14,109,5097280,14:21:52,00:25:38,14:47:30
109,29,5097280,14:33:31,00:14:48,14:48:19
34,116,5664250,14:25:37,00:23:21,14:48:58
6,126,5666010,14:30:47,00:18:41,14:49:28
