estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
86,41,5077210,10:10:50,00:24:03,10:34:53,5894
33,38,6227110,10:28:25,00:07:08,10:35:33,2310
40,19,5801990,10:27:38,00:08:50,10:36:28,1413
161,82,5901700,09:48:47,00:47:55,10:36:42,6247
98,60,5537860,10:11:38,00:25:08,10:36:46,6781
131,1,5145690,10:28:22,00:08:51,10:37:13,1707
68,98,5901700,10:27:45,00:12:06,10:39:51,6228
125,190,5119190,10:23:22,00:16:59,10:40:21,1472
125,9,5119190,10:22:31,00:19:04,10:41:35,6781
106,107,5614190,10:35:51,00:07:09,10:43:00,2940
132,47,5537860,10:23:49,00:19:23,10:43:12,3180
66,66,4979870,10:21:34,00:21:42,10:43:16,1302
110,174,6068350,10:25:44,00:17:54,10:43:38,4649
155,146,5077210,10:29:55,00:14:04,10:43:59,7995
36,39,4306090,10:34:29,00:09:30,10:43:59,8320
155,120,5077210,10:30:37,00:14:06,10:44:43,1305
98,112,5537860,09:52:18,00:52:39,10:44:57,6765
16,24,5537860,09:56:24,00:48:44,10:45:08,4189
125,190,5119190,10:35:11,00:10:32,10:45:43,6205
11,60,5537860,10:37:19,00:08:44,10:46:03,1081
47,47,5537860,10:34:30,00:12:31,10:47:01,4128
141,12,3124960,10:32:17,00:15:03,10:47:20,4573
66,87,4979870,10:21:42,00:26:25,10:48:07,1799
100,125,2545670,10:38:04,00:10:21,10:48:25,3247
84,51,5174370,10:38:13,00:10:29,10:48:42,8303
112,71,5537860,10:39:15,00:10:00,10:49:15,1170
19,47,5537860,10:25:57,00:23:37,10:49:34,8884
83,5,5633180,10:09:04,00:40:51,10:49:55,1595
16,168,6037820,10:39:27,00:10:56,10:50:23,2209
33,38,5422850,10:34:50,00:16:42,10:51:32,1224
166,166,5145690,10:45:23,00:06:47,10:52:10,3332
126,23,5675490,10:21:30,00:31:26,10:52:56,1807
44,68,5901700,10:17:48,00:35:11,10:52:59,4436
83,5,5633180,10:06:45,00:50:40,10:57:25,5066
66,96,4979870,10:48:31,00:09:00,10:57:31,2817
130,22,2705610,10:41:02,00:17:00,10:58:02,1399
112,16,5537860,10:40:35,00:17:46,10:58:21,3789
98,62,5537860,10:35:58,00:22:28,10:58:26,4546
23,24,5526670,10:51:43,00:07:36,10:59:19,2299
120,118,5077210,10:23:29,00:37:10,11:00:39,4289
77,29,5932870,10:40:42,00:21:56,11:02:38,5487
62,98,5537860,10:53:54,00:08:54,11:02:48,6045
143,28,5876170,10:46:50,00:15:59,11:02:49,2885
132,8,5901700,10:52:18,00:11:39,11:03:57,1587
188,188,5003530,10:10:02,00:55:04,11:05:06,4013
183,174,5614190,10:52:26,00:12:49,11:05:15,1837
130,1,5145690,10:58:40,00:08:23,11:07:03,5774
166,156,5145690,10:31:51,00:35:18,11:07:09,5625
100,100,5731810,11:01:54,00:06:18,11:08:12,5044
126,23,5675490,09:25:06,01:43:10,11:08:16,7138
16,57,5537860,10:35:10,00:34:04,11:09:14,6640
87,134,5003530,10:29:13,00:41:30,11:10:43,5197
125,165,5119190,10:41:29,00:30:19,11:11:48,6598
98,112,5537860,10:21:23,00:50:41,11:12:04,6076
190,125,5119190,11:02:20,00:11:34,11:13:54,7557
106,17,5932870,11:04:12,00:12:20,11:16:32,7555
68,72,1555590,11:03:59,00:12:46,11:16:45,5498
112,112,5537860,10:12:19,01:04:44,11:17:03,4700
110,187,4979870,10:58:35,00:18:34,11:17:09,2875
9,125,5119190,10:47:07,00:30:22,11:17:29,8701
16,62,5537860,10:42:00,00:37:41,11:19:41,4039
66,33,4979870,11:11:28,00:11:16,11:22:44,5613
157,144,5876170,10:52:28,00:31:54,11:24:22,7418
168,77,5601200,11:11:23,00:14:39,11:26:02,6516
25,33,4926290,11:15:58,00:10:40,11:26:38,1422
132,42,5537860,11:16:37,00:11:25,11:28:02,3267
16,98,5537860,10:54:19,00:33:54,11:28:13,8992
25,33,4926290,11:16:47,00:11:28,11:28:15,6598
16,2,2705610,11:04:52,00:23:37,11:28:29,3709
136,110,5745010,11:10:43,00:18:30,11:29:13,2971
32,23,5537860,11:01:07,00:28:15,11:29:22,7726
9,11,5632370,10:46:00,00:43:27,11:29:27,5262
1,16,6037820,11:01:23,00:28:09,11:29:32,3742
98,68,5901700,11:21:03,00:08:30,11:29:33,7646
100,100,5731810,11:14:48,00:15:05,11:29:53,6189
184,174,5325480,10:52:55,00:37:07,11:30:02,1299
60,112,5537860,11:20:21,00:10:27,11:30:48,4624
171,27,5901700,11:24:22,00:08:09,11:32:31,5982
62,98,5537860,11:24:45,00:08:10,11:32:55,5710
96,66,4979870,11:20:33,00:12:22,11:32:55,6139
29,70,5354890,11:12:02,00:21:13,11:33:15,4844
130,150,5518610,10:45:54,00:47:58,11:33:52,3329
17,19,4306090,08:59:20,02:34:41,11:34:01,2288
17,59,4306090,11:23:01,00:12:07,11:35:08,6171
37,175,4571260,11:22:00,00:14:48,11:36:48,2528
6,126,6545030,11:29:37,00:09:22,11:38:59,8103
171,163,6176840,11:24:08,00:15:24,11:39:32,1586
137,148,5698270,11:27:10,00:13:05,11:40:15,1056
62,112,5537860,11:28:12,00:12:03,11:40:15,5530
183,155,5204590,11:15:50,00:24:38,11:40:28,2407
96,66,4979870,11:05:02,00:36:02,11:41:04,2188
32,16,5537860,11:01:53,00:39:36,11:41:29,5130
33,183,5614190,11:26:27,00:15:18,11:41:45,8539
66,66,4979870,11:20:38,00:21:42,11:42:20,2476
66,66,4979870,11:22:22,00:21:23,11:43:45,3985
75,155,5204590,11:14:49,00:30:00,11:44:49,1175
90,69,2990120,11:40:38,00:07:18,11:47:56,7687
194,75,5901700,11:23:24,00:25:14,11:48:38,6388
29,134,5003530,10:57:14,00:51:28,11:48:42,4640
66,66,4979870,11:19:03,00:30:04,11:49:07,5958
60,60,5537860,11:44:19,00:05:44,11:50:03,8512
171,52,4979870,11:35:20,00:14:56,11:50:16,2497
66,143,4979870,11:41:44,00:09:02,11:50:46,5959
169,1,5745010,11:28:01,00:23:59,11:52:00,8825
12,39,3124960,11:40:08,00:12:12,11:52:20,3489
168,33,5601200,11:29:47,00:22:49,11:52:36,2402
33,8,5145690,11:36:02,00:17:18,11:53:20,1793
57,126,5710230,11:08:20,00:45:43,11:54:03,2927
6,172,5427720,11:34:19,00:20:16,11:54:35,5537
112,62,5537860,11:52:03,00:07:15,11:59:18,8158
78,16,6037820,11:39:35,00:19:53,11:59:28,5856
38,166,5145580,10:11:38,01:48:16,11:59:54,8772
8,155,5204590,11:00:38,00:59:19,11:59:57,4114
188,129,4444490,11:47:53,00:12:46,12:00:39,7254
18,28,6401920,11:11:16,00:49:49,12:01:05,6595
180,66,4979870,11:39:39,00:22:09,12:01:48,5299
68,155,5204590,11:19:06,00:43:20,12:02:26,5692
40,2,5011530,10:48:19,01:14:26,12:02:45,1790
66,187,4979870,11:36:57,00:26:03,12:03:00,4401
189,156,5752210,11:34:42,00:28:43,12:03:25,7316
183,155,5204590,11:37:54,00:25:46,12:03:40,4700
134,111,5597870,11:21:17,00:44:49,12:06:06,4914
39,155,5204590,10:34:24,01:33:45,12:08:09,8173
14,78,5011630,11:04:33,01:03:40,12:08:13,1038
183,155,5204590,11:46:14,00:22:44,12:08:58,1926
32,60,5537860,11:04:55,01:04:08,12:09:03,4746
98,98,5537860,11:17:57,00:51:41,12:09:38,3179
183,155,5204590,11:44:24,00:25:57,12:10:21,6400
167,36,5597870,11:32:46,00:37:35,12:10:21,1470
132,112,5537860,12:04:01,00:07:00,12:11:01,8296
42,34,5944930,11:56:31,00:14:36,12:11:07,7550
16,112,5537860,11:33:34,00:37:35,12:11:09,3381
168,33,5601200,11:40:32,00:31:01,12:11:33,1976
131,1,5145690,12:03:38,00:08:10,12:11:48,8768
174,183,5614190,12:01:55,00:10:18,12:12:13,5836
95,53,4571260,12:01:58,00:10:24,12:12:22,6741
32,112,5537860,11:41:22,00:31:09,12:12:31,2597
8,45,5901700,12:04:13,00:08:18,12:12:31,6957
71,47,5537860,11:00:15,01:12:16,12:12:31,6474
61,83,6055000,11:56:51,00:15:41,12:12:32,7472
14,155,5204590,11:12:31,01:01:10,12:13:41,3378
183,155,5204590,11:49:36,00:24:29,12:14:05,5056
165,125,5119190,11:34:19,00:40:55,12:15:14,6067
183,155,5204590,11:49:13,00:26:29,12:15:42,5173
61,8,5526670,12:07:45,00:09:42,12:17:27,6822
154,30,4687130,11:49:53,00:27:55,12:17:48,2553
34,34,4571260,11:57:58,00:20:15,12:18:13,8238
38,37,6018670,12:06:29,00:12:44,12:19:13,2082
168,33,5601200,11:47:57,00:31:32,12:19:29,7523
14,155,5204590,11:34:36,00:45:36,12:20:12,2514
144,33,2705610,11:56:45,00:23:35,12:20:20,6684
150,150,5632370,11:20:15,01:00:37,12:20:52,2322
168,33,5601200,11:58:01,00:23:36,12:21:37,5611
42,112,5537860,11:16:53,01:05:33,12:22:26,3422
32,32,5537860,11:50:09,00:32:52,12:23:01,1052
110,52,4979870,12:14:20,00:08:47,12:23:07,4941
190,125,5119190,12:10:33,00:12:56,12:23:29,6171
168,33,5601200,12:02:08,00:21:31,12:23:39,7529
144,33,2705610,12:12:25,00:11:35,12:24:00,4717
40,112,5537860,12:11:44,00:12:25,12:24:09,7475
8,155,5204590,11:04:15,01:20:13,12:24:28,4700
168,33,5601200,12:03:43,00:20:58,12:24:41,1188
199,170,5876170,12:05:48,00:20:10,12:25:58,7454
112,32,5537860,12:16:36,00:09:24,12:26:00,5148
5,160,6259900,11:16:56,01:10:26,12:27:22,5527
126,126,6037820,12:07:12,00:22:07,12:29:19,2589
28,178,5077210,12:19:31,00:10:26,12:29:57,6444
16,11,5537860,11:51:43,00:38:28,12:30:11,4152
96,66,4979870,12:24:12,00:07:10,12:31:22,2361
14,155,5204590,11:21:54,01:10:31,12:32:25,7288
132,68,5901700,12:21:31,00:10:57,12:32:28,3900
40,112,5537860,11:48:24,00:44:16,12:32:40,4665
110,102,5745010,12:18:43,00:14:28,12:33:11,3232
144,93,5876170,12:12:11,00:21:16,12:33:27,6546
16,168,6037820,12:22:54,00:10:52,12:33:46,2489
161,144,5534270,12:07:23,00:26:40,12:34:03,4181
194,194,5818870,12:00:17,00:33:52,12:34:09,8578
9,125,5119190,12:18:39,00:15:48,12:34:27,7930
112,62,5537860,12:11:02,00:23:54,12:34:56,7523
132,45,5901700,12:25:31,00:09:29,12:35:00,5117
112,112,5537860,11:01:59,01:33:08,12:35:07,8311
93,28,6401920,12:11:47,00:24:18,12:36:05,7529
34,19,4571260,11:48:05,00:48:24,12:36:29,6044
2,174,6037820,12:15:37,00:20:54,12:36:31,3414
16,27,5537860,12:24:56,00:11:45,12:36:41,7744
16,42,5537860,11:44:50,00:52:12,12:37:02,5974
32,112,5537860,12:01:23,00:35:42,12:37:05,7760
90,116,2990120,12:28:05,00:10:09,12:38:14,3800
42,112,5537860,11:37:31,01:01:41,12:39:12,1505
87,87,6439620,10:45:24,01:54:58,12:40:22,7671
112,62,5537860,12:33:02,00:07:36,12:40:38,8612
163,27,5588080,12:14:35,00:26:40,12:41:15,1367
187,66,4979870,12:15:20,00:25:56,12:41:16,5498
68,16,5523410,12:15:56,00:25:59,12:41:55,2965
34,34,4571260,12:13:55,00:28:26,12:42:21,5248
33,180,4661990,12:26:31,00:16:27,12:42:58,1987
144,144,5745010,12:10:20,00:32:44,12:43:04,2982
37,73,5876170,12:22:02,00:21:08,12:43:10,2654
135,148,5698270,12:16:25,00:27:52,12:44:17,1992
177,160,5518610,12:34:47,00:10:23,12:45:10,6160
131,34,4571260,12:23:03,00:22:55,12:45:58,4439
34,34,4571260,12:40:39,00:05:37,12:46:16,2961
53,34,4571260,12:14:33,00:31:51,12:46:24,2476
79,83,5537860,12:30:09,00:16:21,12:46:30,2234
112,16,5537860,11:42:23,01:04:30,12:46:53,2164
73,72,6037820,12:33:35,00:13:42,12:47:17,5789
118,120,5077210,11:40:27,01:07:00,12:47:27,5873
158,187,2545670,12:17:00,00:30:31,12:47:31,6469
34,34,4571260,12:09:30,00:38:50,12:48:20,7519
11,132,6462750,12:14:54,00:33:36,12:48:30,8648
132,68,5901700,12:35:08,00:15:11,12:50:19,5330
25,144,5823020,12:11:28,00:39:20,12:50:48,1785
60,98,5537860,12:41:45,00:09:16,12:51:01,3385
16,16,6037820,12:42:22,00:09:38,12:52:00,5393
8,23,5526670,12:41:09,00:11:12,12:52:21,3247
34,112,5537860,11:54:01,00:58:38,12:52:39,1340
16,55,5537860,12:43:36,00:09:08,12:52:44,5165
76,61,6176840,11:49:17,01:03:28,12:52:45,1985
34,53,4571260,12:03:21,00:49:33,12:52:54,4888
83,119,5633180,12:30:16,00:22:59,12:53:15,3047
35,11,1494910,12:37:28,00:15:58,12:53:26,4316
34,34,4571260,12:18:50,00:34:53,12:53:43,4886
53,27,4571260,12:25:45,00:28:44,12:54:29,7903
12,189,2646710,12:42:57,00:11:36,12:54:33,4086
34,189,4571260,12:23:51,00:30:46,12:54:37,2460
34,34,4571260,12:01:30,00:53:49,12:55:19,3125
29,187,4979870,12:48:18,00:07:43,12:56:01,6545
53,53,4571260,12:00:35,00:56:01,12:56:36,4289
188,169,5003530,12:38:49,00:17:52,12:56:41,2966
171,1,6187460,12:32:31,00:24:33,12:57:04,7224
53,53,4571260,12:34:31,00:22:34,12:57:05,6546
87,87,6439620,11:35:14,01:21:53,12:57:07,5876
142,136,6545030,12:45:06,00:12:11,12:57:17,1367
34,26,4571260,12:27:40,00:30:33,12:58:13,1265
72,16,5537860,12:27:19,00:30:54,12:58:13,6811
110,66,4979870,12:17:27,00:41:21,12:58:48,1914
28,118,5077210,12:46:07,00:12:58,12:59:05,7832
114,55,4571260,12:30:19,00:28:49,12:59:08,3260
112,60,5537860,12:50:45,00:08:50,12:59:35,4832
27,60,5537860,12:41:46,00:18:36,13:00:22,3698
66,134,4979870,12:43:32,00:16:53,13:00:25,8568
62,112,5537860,12:46:19,00:14:14,13:00:33,4601
16,112,5537860,12:37:23,00:23:21,13:00:44,6181
84,17,4979870,12:44:55,00:17:23,13:02:18,5289
110,180,4687130,12:45:29,00:17:42,13:03:11,2122
66,110,4979870,12:53:24,00:09:53,13:03:17,1587
75,2,5665820,12:38:41,00:24:59,13:03:40,8848
66,143,4979870,12:56:58,00:07:22,13:04:20,2297
33,33,4979870,12:47:02,00:17:31,13:04:33,8136
34,34,4571260,12:09:37,00:55:00,13:04:37,7937
98,112,5537860,12:35:47,00:29:24,13:05:11,2714
112,62,5537860,11:58:20,01:07:20,13:05:40,4771
167,79,5597870,12:28:27,00:38:06,13:06:33,1184
66,43,4979870,12:58:16,00:09:58,13:08:14,7344
168,16,6037820,13:00:09,00:08:48,13:08:57,4421
83,37,6018670,13:00:21,00:09:14,13:09:35,4375
132,68,5901700,13:00:48,00:09:18,13:10:06,7703
32,112,5537860,12:41:55,00:28:23,13:10:18,1563
68,47,6682510,12:57:40,00:13:12,13:10:52,2139
39,47,6682510,13:00:14,00:10:45,13:10:59,5856
5,123,4349060,12:21:10,00:50:31,13:11:41,5130
88,149,5601200,13:02:09,00:11:31,13:13:40,3986
60,62,5537860,12:49:11,00:24:39,13:13:50,5107
58,193,4975210,12:47:09,00:26:55,13:14:04,2636
112,32,5537860,10:55:46,02:18:30,13:14:16,8246
45,35,1494910,13:00:24,00:13:57,13:14:21,3298
28,18,6401920,12:39:09,00:35:15,13:14:24,8027
66,187,4979870,12:27:36,00:47:11,13:14:47,5633
62,36,5537860,12:33:44,00:41:04,13:14:48,7166
83,57,5537860,12:57:47,00:17:56,13:15:43,2049
156,115,5145690,11:13:40,02:03:54,13:17:34,8445
134,187,4979870,13:05:57,00:14:01,13:19:58,5959
39,52,4306090,13:00:11,00:19:55,13:20:06,5732
41,120,5077210,13:01:55,00:19:13,13:21:08,1465
51,34,6462750,12:48:18,00:33:54,13:22:12,5519
19,19,4571260,12:43:12,00:39:00,13:22:12,2111
150,150,6029990,13:16:27,00:05:56,13:22:23,7636
167,3,5597870,12:48:35,00:34:01,13:22:36,5385
81,45,4975210,12:53:51,00:30:37,13:24:28,8535
29,29,5901700,11:39:17,01:46:19,13:25:36,2689
34,83,6462750,13:14:57,00:11:07,13:26:04,4250
34,34,4571260,12:30:29,00:56:00,13:26:29,5227
131,51,5470490,13:13:20,00:13:29,13:26:49,5788
105,183,5614190,13:08:40,00:18:21,13:27:01,3896
106,106,5422850,12:31:22,00:55:56,13:27:18,7131
72,112,5385110,12:45:09,00:42:23,13:27:32,4963
33,166,5145690,13:19:12,00:08:50,13:28:02,3518
200,66,5255420,13:19:29,00:08:38,13:28:07,3074
72,106,5932870,12:42:44,00:46:01,13:28:45,8897
159,193,4975210,12:50:18,00:38:37,13:28:55,5657
34,98,5537860,12:17:03,01:12:01,13:29:04,5646
96,1,5745010,12:39:35,00:49:36,13:29:11,4184
71,83,5470490,12:33:32,00:56:37,13:30:09,8968
19,40,4306090,13:20:36,00:09:50,13:30:26,7200
139,67,6629550,13:11:16,00:19:29,13:30:45,7616
72,72,5385110,13:23:34,00:07:36,13:31:10,6589
69,29,5745010,13:04:31,00:28:39,13:33:10,8997
18,150,5944930,13:13:18,00:20:17,13:33:35,7212
55,112,5537860,13:13:23,00:20:21,13:33:44,5256
56,166,5546950,12:58:35,00:35:12,13:33:47,4253
64,9,5632370,13:20:56,00:12:53,13:33:49,1534
57,23,5526670,13:21:49,00:12:42,13:34:31,8136
171,171,6176840,13:01:52,00:34:43,13:36:35,1903
119,170,5255420,13:28:26,00:08:57,13:37:23,8379
154,33,4687130,12:11:16,01:26:19,13:37:35,4229
112,34,5537860,13:24:08,00:14:04,13:38:12,2476
25,163,4926290,13:19:15,00:19:28,13:38:43,5419
33,17,6105440,13:13:38,00:26:26,13:40:04,7159
178,100,4661990,13:18:49,00:21:17,13:40:06,3148
110,130,6029990,12:49:28,00:50:56,13:40:24,5504
88,88,5350780,13:34:03,00:06:23,13:40:26,5146
47,95,5385110,13:19:37,00:21:08,13:40:45,5547
23,61,5526670,13:33:48,00:07:42,13:41:30,3601
66,66,4979870,13:35:06,00:06:29,13:41:35,7456
29,29,5901700,12:14:59,01:26:57,13:41:56,6469
84,1,6187460,13:17:04,00:24:55,13:41:59,8814
5,160,4349060,11:28:22,02:14:16,13:42:38,3143
47,47,6682510,13:22:08,00:21:32,13:43:40,2993
132,45,5901700,13:34:23,00:10:20,13:44:43,2058
98,47,5537860,12:50:44,00:54:09,13:44:53,7690
166,33,2639150,13:29:46,00:15:13,13:44:59,6968
14,177,5427370,12:49:13,00:57:16,13:46:29,3748
16,112,5537860,13:21:38,00:25:15,13:46:53,8921
71,45,6055000,13:33:22,00:13:52,13:47:14,2928
11,88,6152670,13:21:14,00:26:26,13:47:40,5066
2,118,6152670,13:14:31,00:33:36,13:48:07,6318
170,166,5255420,13:21:35,00:26:56,13:48:31,4624
33,19,6227110,13:39:30,00:09:10,13:48:40,6066
33,19,6227110,13:37:55,00:10:52,13:48:47,5950
5,177,5211030,13:23:20,00:25:28,13:48:48,1657
34,34,4571260,13:01:29,00:47:29,13:48:58,3557
66,143,4979870,13:40:08,00:09:47,13:49:55,6667
34,34,4571260,11:53:30,01:56:57,13:50:27,1869
78,88,6152670,13:11:45,00:39:09,13:50:54,3254
62,71,5537860,12:46:02,01:05:26,13:51:28,7118
171,144,5745010,13:41:10,00:11:06,13:52:16,1560
60,98,5537860,13:16:41,00:35:42,13:52:23,6200
166,175,5145580,12:05:14,01:47:33,13:52:47,3722
178,124,4661990,13:33:09,00:20:05,13:53:14,7637
192,166,2705610,13:42:32,00:11:13,13:53:45,2000
26,53,4571260,13:04:41,00:49:25,13:54:06,7029
163,171,6176840,13:44:49,00:09:57,13:54:46,4901
182,131,5011530,12:28:16,01:27:04,13:55:20,6423
110,180,4687130,13:40:14,00:15:12,13:55:26,4600
34,34,4571260,13:10:37,00:45:08,13:55:45,1929
124,9,5211030,12:37:22,01:18:39,13:56:01,2993
9,9,5211030,13:25:15,00:30:50,13:56:05,3922
180,42,4661990,13:24:40,00:31:26,13:56:06,7812
174,66,4979870,13:43:38,00:12:38,13:56:16,8659
198,73,5581460,13:18:45,00:37:52,13:56:37,5011
110,187,4979870,13:36:02,00:21:03,13:57:05,4916
53,53,4571260,12:31:00,01:26:13,13:57:13,7911
187,66,4979870,13:31:49,00:25:40,13:57:29,1312
16,112,5537860,13:15:00,00:42:47,13:57:47,4916
51,24,5470490,13:49:41,00:08:46,13:58:27,7347
66,187,4979870,13:31:54,00:26:37,13:58:31,1661
61,37,4571260,13:08:22,00:50:14,13:58:36,5036
86,155,5077210,13:32:01,00:26:42,13:58:43,2134
40,19,4306090,13:51:05,00:07:40,13:58:45,6433
16,24,5537860,13:17:50,00:41:10,13:59:00,1995
199,124,4661990,13:39:59,00:19:20,13:59:19,2246
76,171,6176840,13:20:37,00:39:29,14:00:06,7673
33,40,6227110,13:37:34,00:22:39,14:00:13,4440
23,12,4571260,12:56:58,01:03:26,14:00:24,1039
112,112,5537860,12:59:17,01:01:10,14:00:27,5611
20,159,5823020,13:50:32,00:10:09,14:00:41,1081
34,112,5537860,13:29:53,00:30:48,14:00:41,3437
174,13,5588080,13:41:03,00:19:41,14:00:44,1415
132,68,5901700,13:53:21,00:08:30,14:01:51,4646
168,33,5601200,13:41:19,00:22:40,14:03:59,4408
150,48,5944930,13:38:47,00:25:44,14:04:31,7986
72,27,5385110,13:42:52,00:21:46,14:04:38,4918
1,110,5745010,12:58:47,01:05:56,14:04:43,2234
145,70,5662530,13:55:05,00:09:59,14:05:04,8896
165,166,2705610,13:55:07,00:10:20,14:05:27,1252
81,57,1555590,13:53:35,00:12:12,14:05:47,3454
150,26,5581460,13:43:20,00:23:48,14:07:08,4802
116,26,5127680,13:05:59,01:01:38,14:07:37,1790
2,2,5824170,12:21:01,01:46:44,14:07:45,3123
57,72,5385110,13:33:06,00:35:40,14:08:46,5895
43,187,4979870,13:42:26,00:26:38,14:09:04,3912
66,144,4979870,13:58:23,00:10:48,14:09:11,3223
29,132,5901700,13:34:46,00:34:56,14:09:42,7502
48,112,5537860,13:46:11,00:23:31,14:09:42,6638
33,166,6187460,13:57:04,00:12:44,14:09:48,3602
69,33,6227110,13:35:06,00:34:50,14:09:56,5510
1,1,5745010,13:45:12,00:24:48,14:10:00,3209
174,75,5710230,13:25:22,00:45:47,14:11:09,1123
98,16,5537860,12:56:59,01:15:55,14:12:54,6404
111,111,5293530,12:37:24,01:35:44,14:13:08,7669
25,25,4926290,14:02:11,00:11:24,14:13:35,4769
8,45,5597870,13:59:37,00:14:24,14:14:01,2682
25,13,4926290,13:55:18,00:19:15,14:14:33,2306
24,112,5537860,13:17:07,00:57:44,14:14:51,3451
183,107,5614190,13:47:51,00:27:15,14:15:06,5208
132,61,5927970,14:04:59,00:10:13,14:15:12,3965
180,182,4661990,13:48:11,00:27:09,14:15:20,2441
113,82,6286710,13:57:09,00:18:47,14:15:56,1346
57,151,5385110,13:32:21,00:43:45,14:16:06,2706
132,68,5901700,14:08:29,00:08:04,14:16:33,1022
125,33,5823020,13:45:46,00:31:34,14:17:20,4854
125,25,5119190,14:07:16,00:10:36,14:17:52,8064
166,200,5127680,14:08:04,00:09:51,14:17:55,4668
116,12,2990120,14:08:47,00:09:32,14:18:19,8773
116,12,2990120,14:08:16,00:10:09,14:18:25,4944
36,75,5537860,13:08:23,01:10:06,14:18:29,4022
104,102,6068350,14:07:54,00:10:36,14:18:30,1986
33,33,5932870,14:13:23,00:05:41,14:19:04,2403
199,178,5077210,14:12:12,00:07:05,14:19:17,7745
32,71,5537860,13:24:12,00:56:05,14:20:17,6135
66,187,4979870,13:57:33,00:22:49,14:20:22,2589
199,86,5077210,14:08:54,00:11:41,14:20:35,1333
83,2,5901700,14:08:08,00:13:04,14:21:12,5982
149,33,6227110,14:02:31,00:18:47,14:21:18,5004
57,35,5385110,13:45:43,00:35:47,14:21:30,5440
70,5,5354890,14:03:23,00:18:13,14:21:36,1271
199,146,5077210,14:11:51,00:10:01,14:21:52,4127
174,126,6037820,13:47:26,00:35:24,14:22:50,5476
47,106,5932870,14:12:13,00:10:53,14:23:06,7288
53,53,4571260,13:59:30,00:24:06,14:23:36,2889
19,19,4571260,13:29:10,00:54:48,14:23:58,6642
9,9,5211030,12:55:12,01:28:52,14:24:04,1995
80,66,4979870,13:59:02,00:25:21,14:24:23,6013
170,166,5255420,14:12:50,00:11:49,14:24:39,1531
32,112,5537860,13:48:43,00:36:00,14:24:43,4862
36,131,6037820,14:09:47,00:15:08,14:24:55,2186
154,85,3395300,13:41:47,00:43:21,14:25:08,5622
112,112,5537860,14:13:14,00:11:56,14:25:10,8228
37,1,6018670,14:08:35,00:16:36,14:25:11,8452
126,8,5581460,14:03:31,00:22:04,14:25:35,5598
148,24,6273610,14:14:51,00:10:47,14:25:38,2924
71,57,6055000,14:09:05,00:16:34,14:25:39,4014
25,163,4926290,14:08:20,00:17:19,14:25:39,2547
25,69,6553830,13:29:34,00:56:06,14:25:40,4119
24,23,4571260,14:00:57,00:24:44,14:25:41,1702
110,85,5745010,13:59:12,00:26:35,14:25:47,4519
197,157,1637440,14:16:04,00:09:56,14:26:00,8329
33,110,4979870,14:11:48,00:14:32,14:26:20,3381
144,96,2705610,14:18:48,00:07:48,14:26:36,6410
50,69,2990120,14:19:06,00:07:39,14:26:45,6296
33,19,6227110,14:16:55,00:10:37,14:27:32,5360
34,34,4571260,13:31:35,00:56:19,14:27:54,4324
36,1,5597870,14:05:28,00:22:39,14:28:07,6995
131,166,5145690,13:55:20,00:33:49,14:29:09,6179
71,71,5350780,14:19:45,00:09:37,14:29:22,3057
34,141,5944930,13:53:53,00:35:33,14:29:26,6638
14,58,6176840,13:53:29,00:36:25,14:29:54,1207
24,36,5537860,13:55:39,00:35:31,14:31:10,6802
132,26,5537860,14:05:20,00:26:49,14:32:09,6039
25,13,4926290,14:12:14,00:19:55,14:32:09,4014
100,66,4979870,13:58:47,00:35:12,14:33:59,7486
66,87,4979870,14:04:04,00:30:07,14:34:11,5850
32,26,5354890,14:17:28,00:16:48,14:34:16,6695
5,167,5601200,12:29:59,02:04:55,14:34:54,2722
36,12,6545030,14:13:45,00:21:14,14:34:59,8967
43,66,4979870,14:10:11,00:25:37,14:35:48,1480
86,120,5077210,13:35:48,01:00:04,14:35:52,6268
32,112,5537860,14:04:51,00:31:53,14:36:44,7316
29,167,5422850,14:19:21,00:18:01,14:37:22,5807
175,71,5145580,13:59:59,00:37:30,14:37:29,5432
167,157,1637440,14:26:08,00:11:25,14:37:33,8230
197,1,5597870,13:53:14,00:44:26,14:37:40,4875
112,112,5537860,14:02:24,00:35:45,14:38:09,3922
8,85,5011970,14:17:52,00:20:37,14:38:29,3794
72,118,5665820,14:11:54,00:26:46,14:38:40,6027
17,66,4979870,14:31:30,00:08:10,14:39:40,2449
9,160,5211030,14:19:18,00:20:48,14:40:06,4128
98,112,5537860,13:27:28,01:13:29,14:40:57,3148
178,59,4661990,14:25:23,00:15:53,14:41:16,1350
171,66,4979870,14:28:23,00:13:19,14:41:42,3968
126,73,5581460,14:15:13,00:26:59,14:42:12,4036
168,16,6037820,14:14:32,00:28:02,14:42:34,1843
8,85,5011970,14:23:37,00:18:58,14:42:35,4750
98,16,5537860,12:14:47,02:28:08,14:42:55,2188
9,160,5211030,14:25:07,00:18:00,14:43:07,4952
28,86,6401920,14:14:39,00:28:29,14:43:08,5788
110,161,4992070,14:33:54,00:09:24,14:43:18,7703
72,112,5537860,14:28:35,00:14:43,14:43:18,6312
99,70,6545030,14:32:36,00:11:09,14:43:45,8101
36,167,5597870,13:52:47,00:51:12,14:43:59,5514
